city,date,temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (km/h),wind_speed_100m (km/h),weather_condition
Virar,2024-04-04,27.729166666666668,73.04166666666667,1008.4666666666667,12.2125,18.287499999999998,Cloudy
Virar,2024-04-05,29.5125,60.125,1007.2041666666668,15.004166666666668,24.333333333333332,Cloudy
Virar,2024-04-06,30.84583333333333,46.708333333333336,1006.3958333333334,17.866666666666667,29.016666666666666,Sunny
Virar,2024-04-07,29.09583333333333,53.208333333333336,1006.6458333333334,12.870833333333332,19.383333333333333,Cloudy
Virar,2024-04-08,27.333333333333332,74.04166666666667,1006.9708333333333,9.5375,13.695833333333333,Cloudy
Virar,2024-04-09,27.354166666666668,78.0,1007.4125,8.762500000000001,11.733333333333334,Cloudy
Virar,2024-04-10,27.21666666666667,78.625,1007.3541666666666,10.254166666666666,14.241666666666667,Cloudy
Virar,2024-04-11,27.433333333333334,74.875,1007.7791666666667,9.358333333333333,12.7125,Cloudy
Virar,2024-04-12,27.166666666666668,71.58333333333333,1007.85,8.924999999999999,11.916666666666666,Cloudy
Virar,2024-04-13,26.375,72.625,1008.4958333333334,9.345833333333333,11.975,Cloudy
Virar,2024-04-14,27.616666666666664,80.83333333333333,1008.8083333333334,11.254166666666668,16.329166666666666,Cloudy
Virar,2024-04-15,31.416666666666668,62.541666666666664,1007.7666666666668,14.512500000000001,23.1125,Sunny
Virar,2024-04-16,33.625,43.875,1006.2166666666667,14.870833333333332,23.379166666666666,Sunny
Virar,2024-04-17,29.9875,76.625,1006.8083333333334,10.679166666666667,14.970833333333333,Cloudy
Virar,2024-04-18,30.058333333333334,68.25,1005.9458333333333,10.541666666666666,14.758333333333333,Cloudy
Virar,2024-04-19,30.945833333333336,61.75,1004.775,14.266666666666666,21.245833333333334,Cloudy
Virar,2024-04-20,30.212500000000002,62.375,1005.6541666666667,14.091666666666667,19.875,Cloudy
Virar,2024-04-21,29.8,60.75,1006.2708333333334,14.179166666666667,20.166666666666668,Cloudy
Virar,2024-04-22,29.433333333333334,67.16666666666667,1006.8874999999999,13.579166666666666,19.120833333333334,Cloudy
Virar,2024-04-23,28.854166666666668,70.08333333333333,1005.3791666666666,11.408333333333333,16.354166666666668,Cloudy
Virar,2024-04-24,29.09166666666667,71.54166666666667,1005.1458333333334,11.237499999999999,14.954166666666666,Cloudy
Virar,2024-04-25,29.191666666666666,69.04166666666667,1005.35,13.229166666666666,18.2625,Cloudy
Virar,2024-04-26,30.05,68.875,1005.3291666666668,13.8125,20.075,Cloudy
Virar,2024-04-27,31.191666666666666,59.041666666666664,1005.0833333333334,15.470833333333333,24.070833333333336,Cloudy
Virar,2024-04-28,32.829166666666666,47.625,1005.1708333333332,16.783333333333335,26.65833333333333,Sunny
Virar,2024-04-29,31.95,51.5,1006.2125,15.4125,24.370833333333334,Sunny
Virar,2024-04-30,31.65416666666667,56.416666666666664,1004.775,14.058333333333332,20.6125,Cloudy
Virar,2024-05-01,29.129166666666666,67.5,1004.1333333333333,11.108333333333334,15.658333333333333,Sunny
Virar,2024-05-02,28.337500000000002,69.625,1004.8375,8.816666666666666,11.883333333333333,Cloudy
Virar,2024-05-03,28.254166666666666,78.95833333333333,1006.025,9.512500000000001,12.620833333333332,Cloudy
Virar,2024-05-04,28.895833333333332,79.375,1006.1750000000001,10.6875,13.975,Cloudy
Virar,2024-05-05,30.212500000000002,73.0,1004.9041666666667,12.516666666666666,18.2625,Cloudy
Virar,2024-05-06,29.195833333333336,77.83333333333333,1005.9458333333333,11.625,16.520833333333332,Cloudy
Virar,2024-05-07,29.383333333333336,76.29166666666667,1006.8791666666666,11.504166666666668,15.870833333333332,Cloudy
Virar,2024-05-08,29.354166666666668,76.83333333333333,1005.8416666666667,11.533333333333333,15.549999999999999,Cloudy
Virar,2024-05-09,29.545833333333334,77.625,1005.5541666666667,10.4625,14.379166666666668,Cloudy
Virar,2024-05-10,29.47083333333333,77.16666666666667,1006.9041666666667,10.804166666666667,15.075000000000001,Cloudy
Virar,2024-05-11,29.787499999999998,78.875,1007.2958333333332,12.366666666666667,17.258333333333333,Cloudy
Virar,2024-05-12,30.245833333333334,75.125,1007.0708333333333,12.441666666666668,17.5125,Cloudy
Virar,2024-05-13,30.204166666666666,72.91666666666667,1006.6041666666666,10.475,14.795833333333334,Cloudy
Virar,2024-05-14,31.204166666666666,69.25,1005.9916666666667,12.570833333333333,19.162499999999998,Cloudy
Virar,2024-05-15,31.15833333333333,72.16666666666667,1006.4250000000001,10.3125,14.133333333333333,Cloudy
Virar,2024-05-16,32.38333333333333,66.08333333333333,1005.9499999999999,9.970833333333333,13.758333333333333,Cloudy
Virar,2024-05-17,31.162499999999998,69.5,1005.1166666666667,9.770833333333334,13.7125,Cloudy
Virar,2024-05-18,30.941666666666666,78.875,1002.7458333333334,9.820833333333333,13.854166666666666,Rainy
Virar,2024-05-19,31.09166666666667,74.04166666666667,1001.1416666666668,12.766666666666666,18.170833333333334,Cloudy
Virar,2024-05-20,31.429166666666664,73.58333333333333,1002.0208333333334,13.524999999999999,18.866666666666667,Rainy
Virar,2024-05-21,31.770833333333332,74.95833333333333,1001.35,12.799999999999999,17.866666666666667,Rainy
Virar,2024-05-22,31.358333333333334,77.75,1000.8583333333332,11.700000000000001,16.020833333333332,Cloudy
Virar,2024-05-23,30.895833333333332,78.16666666666667,1000.1916666666666,12.262500000000001,17.125,Cloudy
Virar,2024-05-24,30.891666666666666,75.41666666666667,1000.7958333333332,13.049999999999999,17.754166666666666,Rainy
Virar,2024-05-25,30.995833333333334,70.25,1001.9875000000001,15.120833333333332,20.341666666666665,Cloudy
Virar,2024-05-26,31.079166666666666,69.66666666666667,1002.5208333333334,17.116666666666667,22.916666666666668,Cloudy
Virar,2024-05-27,30.90833333333333,71.625,1002.3208333333333,18.308333333333334,24.745833333333334,Cloudy
Virar,2024-05-28,31.129166666666666,68.04166666666667,1002.6083333333332,19.05,25.754166666666666,Cloudy
Virar,2024-05-29,31.483333333333334,63.166666666666664,1002.8874999999999,19.4875,26.483333333333334,Cloudy
Virar,2024-05-30,31.375,68.75,1003.8833333333333,14.475,19.645833333333332,Sunny
Virar,2024-05-31,30.7,77.45833333333333,1004.4458333333333,11.641666666666666,15.641666666666666,Cloudy
Virar,2024-06-01,30.912499999999998,72.66666666666667,1004.3833333333333,12.375,16.558333333333334,Cloudy
Virar,2024-06-02,31.3125,68.20833333333333,1004.6166666666667,10.924999999999999,14.924999999999999,Cloudy
